0 22 2 2 0.05691285813466621
1 76 2 2 0.056815593200683634
2 60 1 1 0.12056107374301746
3 1 2 2 0.159492985471586
4 44 1 0 6.717469349361247
5 90 1 2 6.830548000255914
6 23 2 0 6.290676035999195
7 76 0 2 6.329583181283654
8 87 0 1 8.661717142980276
9 74 1 2 11.134296615736087
10 21 2 0 1.0346242189673147
11 54 1 0 2.5055557234120225
12 60 2 0 2.606250696154226
13 33 1 1 0.046921637365221695
14 22 1 1 0.11263098118565658
15 69 0 1 2.2997700224204984
16 65 0 0 0.0373146238042274
17 16 2 1 4.226040600549471
18 3 0 1 2.1201052851379556
19 52 2 0 0.3958823733131397
20 87 0 1 8.213779736066613
21 75 1 1 0.001494964358933663
22 53 1 2 5.873861773963313
23 91 2 2 0.0822743114142723
24 51 2 0 13.85085120645872
25 28 1 2 32.23975933838351
26 53 0 0 0.04190800574217698
27 85 0 0 0.032179821968826246
28 47 2 2 0.04158338452345285
29 90 1 0 7.140184943335309
30 42 1 1 0.020865305930664692
31 67 1 0 4.731765464995269
32 82 0 0 0.021521450774386428
33 38 1 2 5.740770764387923
34 15 2 1 0.5084269640505258
35 25 0 0 0.036877018953376736
36 26 2 2 0.11262093065124061
37 15 1 2 0.014155369731683451
38 43 1 0 3.5555985792814897
39 56 2 2 0.004519786207402029
40 67 1 2 2.6183489473147032
41 32 0 0 0.10131803358206182
42 70 0 0 0.1614432338564425
43 71 1 0 4.812864434391505
44 56 0 2 12.192982673556276
45 34 2 1 2.5368475292864465
46 28 0 0 0.0982702075428674
47 21 0 1 2.4557079474370593
48 5 0 1 7.883699702627938
49 84 1 0 10.236504794282741
50 69 0 1 0.04795654629913004
51 13 0 2 15.341296555343432
52 3 2 2 0.04530274093982806
53 38 2 0 1.810023426142629
54 65 1 2 6.98936511943484
55 24 2 0 21.906559878399733
56 14 1 1 0.19793085185541484
57 83 1 1 0.040657945522877804
58 60 1 1 0.03176805328540366
59 15 2 2 0.1001530071720402
60 65 0 0 0.08902024510259868
61 33 2 0 5.142237543565848
62 76 1 0 0.577218405310012
63 78 1 0 12.171434481977068
64 76 1 2 12.243057878292948
65 62 2 1 17.85465493768766
66 82 0 0 0.24268996846231058
67 33 0 0 0.04774318613669772
68 84 2 1 4.216486702193051
69 35 2 2 0.10726174246600004
70 6 0 0 0.04715024202317429
71 95 0 2 2.084648494815446
72 34 1 0 4.863903369606167
73 82 0 2 6.79074720647762
74 31 2 0 12.214015239022762
75 1 1 0 1.3310131668497027
76 9 1 2 11.981662354229353
77 53 0 0 0.10528355573677413
78 51 2 2 0.11912398273087903
79 62 0 2 2.1182673862837937
80 67 0 0 0.06209842396361868
81 64 1 0 3.6901312215305797
82 4 2 1 2.3392164515235017
83 26 2 0 2.391972242310052
84 74 2 2 0.06515422660350689
85 94 2 1 6.57543424894547
86 90 2 2 0.16321269508860758
87 69 2 2 0.045674089700306154
88 71 2 0 7.9125040784755445
89 50 0 2 14.63713403140689
90 2 0 1 6.79027110338563
91 85 2 2 0.024759614974846945
92 82 1 1 0.005775853155256345
93 83 1 0 5.897403137391079
94 61 2 0 7.265893281006673
95 56 0 1 9.022589019442128
96 58 0 1 7.983617541976239
97 93 2 0 10.9563978498973
98 11 2 0 13.395929245851262
99 83 0 0 0.12207978508741155
